312,312,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
312,220,210,211,212,210,211,212,210,211,212,210,211,212,210,211,210,211,210,210,211,210,210,211,210,211,210,211,210,211,212,210,211,212,210,211,212,210,211,212,210,211,212,210,227,300,219,210,211,212,210,211,212,210,211,210,211,212,210,210,211,212,227,300
312,216,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,17,337,335,339,284,274,275,276,274,274,274,275,276,274,275,276,292,224,300
312,216,335,335,144,170,146,147,335,335,335,335,284,274,275,274,274,275,274,274,275,274,275,276,276,274,275,274,275,274,274,274,275,276,274,275,274,274,274,275,276,292,335,335,335,21,335,335,335,280,356,356,356,356,356,356,356,356,356,356,356,291,224,300
312,216,335,335,142,164,165,150,335,335,335,338,279,357,360,357,357,357,357,357,357,104,132,357,357,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,335,335,335,21,335,335,335,279,356,356,356,356,356,356,356,356,356,356,356,291,225,300
312,216,335,335,335,335,335,335,335,335,335,335,279,356,356,356,356,356,356,356,356,123,123,356,356,356,356,356,356,358,356,356,356,356,104,132,356,356,356,356,356,291,335,335,335,21,335,338,335,281,356,356,356,356,356,356,356,356,356,356,356,289,225,300
312,216,335,337,335,335,335,335,335,335,335,335,279,356,356,358,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,356,356,356,356,356,291,335,335,335,21,335,335,335,281,356,356,356,356,104,132,356,126,356,356,356,291,224,300
312,232,335,335,335,335,166,335,335,335,335,335,296,293,294,295,295,293,294,295,294,295,293,294,295,293,293,293,294,293,293,293,294,295,293,294,295,293,293,294,295,299,335,335,335,21,335,335,335,279,356,356,356,356,123,123,356,356,356,356,356,290,224,300
312,219,18,27,27,27,27,27,27,26,334,166,335,335,335,335,335,335,335,335,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,30,335,335,335,279,356,356,356,356,356,356,356,356,356,356,356,289,224,300
312,216,335,335,335,335,335,335,335,20,335,335,335,335,335,335,335,335,335,335,20,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,279,356,356,356,356,356,356,356,356,356,356,356,289,224,300
312,216,335,335,335,335,335,334,334,334,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,279,356,356,356,356,356,356,356,356,356,356,356,291,224,300
312,216,334,334,334,284,275,275,275,275,275,274,275,276,274,274,274,275,276,274,274,274,292,339,284,275,274,274,274,274,274,274,274,274,274,274,275,276,274,274,274,274,274,274,274,275,276,275,292,297,294,295,293,294,294,294,293,293,277,356,356,291,225,300
300,233,213,334,334,280,356,356,356,356,104,132,356,356,356,356,356,356,356,356,356,356,291,334,280,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,221,229,230,231,229,230,231,214,335,270,356,356,291,225,300
300,300,232,213,334,281,356,356,356,356,123,123,356,356,356,356,356,104,132,356,356,356,290,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,225,300,300,300,300,300,300,215,335,280,356,356,291,225,300
300,220,228,232,213,279,356,356,121,121,121,121,104,107,356,356,356,123,123,356,356,356,291,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,289,226,300,300,300,300,300,300,217,335,279,356,356,291,224,300
300,216,226,300,216,280,356,356,102,139,140,139,110,123,356,356,356,356,356,356,356,356,290,339,280,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,226,300,300,300,300,300,300,216,335,280,356,356,291,224,300
300,216,225,300,216,281,356,121,136,111,112,113,107,104,132,356,356,356,356,356,356,356,291,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,209,210,211,212,211,212,210,207,335,281,356,356,291,224,300
300,216,224,300,217,280,356,102,110,130,141,141,110,123,123,356,356,356,356,356,356,356,290,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,104,132,362,356,356,356,356,273,275,276,275,275,276,274,275,275,276,270,356,356,291,224,300
300,215,225,300,216,296,278,104,132,356,102,129,286,295,294,277,356,356,356,356,356,285,298,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,104,132,104,132,104,132,356,356,356,356,356,356,356,356,356,356,356,356,291,224,300
300,215,226,300,232,213,280,123,123,356,356,356,291,339,334,280,356,356,356,356,356,289,334,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,126,104,132,123,123,123,123,123,123,362,356,356,356,356,356,356,126,356,356,356,356,291,225,300
300,215,209,211,212,206,279,356,356,356,356,356,290,334,338,279,356,356,356,356,356,291,334,284,271,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,104,132,361,104,132,104,132,356,356,356,356,356,356,356,356,356,356,356,291,225,300
300,217,334,334,274,275,270,356,356,356,356,356,273,275,276,270,356,356,356,356,356,290,338,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,356,123,123,123,123,121,121,121,121,121,356,356,356,356,356,356,291,225,300
300,216,334,270,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,126,356,356,356,126,102,140,140,112,113,107,356,356,361,356,356,291,224,300
301,216,281,356,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,286,295,299,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,121,356,104,132,121,121,121,136,125,125,131,129,123,285,294,295,293,294,221,234,300
301,216,281,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,334,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,102,107,123,123,102,120,140,139,124,110,362,356,126,291,342,339,161,334,224,300,300
301,216,281,356,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,289,334,334,284,271,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,136,134,116,126,104,132,123,123,123,126,104,132,104,132,273,275,275,276,292,209,228,300
301,216,281,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,334,280,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,123,356,123,123,104,134,106,107,123,123,123,123,356,356,356,356,290,334,224,300
300,216,281,356,123,123,356,356,356,356,356,356,356,356,285,293,293,294,295,299,334,334,338,294,295,277,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,126,356,356,356,356,356,356,123,102,129,123,356,356,356,356,356,356,356,356,273,334,224,300
